Protein;MW;100K1;100K2;100K3;100K4;50K1;50K2;50K3;50K4;30K1;30K2;30K3;30K4;10K1;10K2;10K3;10K4
Q03195;68340.37;22949.873046875;28761.23046875;29728.693359375;30690.53515625;15755.62890625;21300.2109375;16858.904296875;12580.6015625;34132.859375;26408.72265625;33727.51171875;47800.3359375;304223.15625;214044.875;178665.71875;185201.328125
Q03201;23423.89;0;0;0;0;0;0;0;0;6757.025390625;11851.482421875;11206.5751953125;9511.736328125;68363.9453125;46005.2734375;52061.12109375;46968.57421875
Q03213;79415.88;12072.7119140625;10736.9619140625;12313.1943359375;11195.41015625;36625.8515625;29476.642578125;29170.28125;30801.0390625;42080.30078125;79070.5;77563.5703125;83492.9609375;146705.21875;132423.25;125232.4140625;129051.4609375
Q03219;31144.66;40546.58984375;37926.2109375;28164.552734375;25270.552734375;84383.7578125;120857.1640625;89429.0625;46968.4765625;23553.693359375;94121.8515625;103198.8671875;99212.671875;0;0;0;0
Q03233;22109.53;12315.259765625;22919.990234375;18286.189453125;19299.193359375;31699.55859375;31846.2890625;26934.193359375;36348.9296875;254076.09375;241631.171875;187400.203125;226300.96875;372843.21875;360009.59375;401146.09375;433360.78125
Q03254;83441.12;6046.8349609375;5384.81689453125;7017.9677734375;7125.4765625;13770.46484375;23597.673828125;18032.7578125;15095.7177734375;8342.1328125;22903.890625;23835.193359375;20138.908203125;30749.8359375;41228.3828125;50080.90234375;55646.296875
Q03264;59539.59;18742.107421875;16941.5078125;25975.623046875;18585.04296875;0;0;0;0;71599.046875;112152.25;95604.0546875;99221.078125;59170.3046875;68676.1171875;58767.1796875;72636.96875
Q03266;42639.79;3182.74169921875;3433.59057617188;18872.671875;5962.32470703125;11842.490234375;25695.126953125;17752.880859375;6423.6015625;28276.578125;48356.62890625;42149.51953125;59750.0390625;0;0;0;0
Q03281;76376.74;9990.8583984375;77413.0546875;8055.357421875;10153.9541015625;0;0;0;0;2722.93188476563;8183.53076171875;7598.02197265625;5861.55029296875;27101.529296875;22605.1171875;22393.40625;25525.490234375
Q03290;38128.41;23986.388671875;23109.453125;18998.2421875;15861.560546875;26444.46875;22644.48828125;25866.5078125;29379.25;116858.171875;151343.9375;132255.125;148617.484375;83065.328125;88725.515625;110382.3515625;94207.8203125
Q03305;47469.14;0;0;0;0;8568.1376953125;1166.42456054688;9618.8408203125;601.522644042969;69425.4140625;36434.9609375;31799.32421875;27476.5859375;30880.4921875;11966.890625;30802.947265625;25130.197265625
Q03306;100475.58;0;0;0;0;5142.47265625;5195.88134765625;5803.453125;11881.9482421875;25428.896484375;43175.25;44370.87890625;36790.56640625;223438.203125;213873.609375;207228.078125;248154.640625
Q03322;25816.87;21768;21130.435546875;20481.41015625;19430.98046875;21630.359375;23366.814453125;21637.73046875;30432.783203125;103773.171875;114298.8671875;106067.7734375;99437.9296875;112451.8203125;134893.265625;126309.828125;130219.390625
Q03323;19446.25;21309.5546875;22831.904296875;22179.90625;22917.740234375;54261.20703125;50183.71484375;48078.49609375;53895.0859375;141797.765625;210110.140625;195498.90625;184328.0625;124347.84375;138124.46875;165746.15625;142659.609375
Q03330;51069.33;0;0;0;0;0;0;0;0;0;0;0;0;35657.23046875;32982.84765625;9329.39453125;22900.025390625
Q03337;31721.74;17255.720703125;15383.302734375;13482.9609375;7869.171875;0;0;0;0;0;0;0;0;230649.8125;202433.453125;114452.9375;125121.640625
Q03361;98690.68;0;0;0;0;0;0;0;0;0;0;0;0;162203.921875;118945.9375;106722.3984375;142991.703125
Q03362;25265.57;55805.62890625;45242.80078125;45474.55078125;41183.6796875;0;0;0;0;0;0;0;0;0;0;0;0
Q03373;36879.3;0;0;0;0;0;0;0;0;21879.857421875;34080.59765625;21261.521484375;22016.306640625;56004.140625;84012.265625;71566.0234375;68709.6484375
Q03375;15762.53;0;0;0;0;16181.083984375;15198.7734375;14142.9482421875;18819.896484375;85813.5625;110725.5;89846.953125;81379.2265625;600993.875;594759.375;551798.625;564896
Q03388;90580.07;140293.3125;140840.15625;170091.359375;144854.53125;185724.15625;182569.140625;203371.71875;183028.046875;39332.27734375;40910.37109375;59008.74609375;63010.703125;0;0;0;0
Q03390;25861.62;32615.96875;25501.810546875;24784.9609375;26326.5859375;68463.3828125;74724.9609375;70165.7578125;64240.0078125;105336.6171875;145096.640625;135623.5625;123868.2265625;172846.328125;124953.296875;120018.390625;140471.921875
Q03407;86252.52;0;0;0;0;0;0;0;0;0;0;0;0;28334.056640625;25378.470703125;20362.52734375;21506.865234375
Q03435;23856.94;14751.9189453125;15877.57421875;20161.98828125;15292.8203125;31033.349609375;27055.94921875;28902.552734375;34247.53125;43424.76953125;59564.77734375;63190.5859375;57741.98046875;289801.65625;227205.59375;197711.421875;221964.203125
Q03446;24210.8;0;0;0;0;12132.4853515625;12250.484375;11963.669921875;19047;150928.953125;122166.0078125;92428.4765625;108552.6015625;158385.359375;146799.09375;72957.953125;49164.44140625
Q03497;102362.2;47773.37109375;42774.69140625;44593.0703125;46654.6015625;149412.4375;146029.96875;148371.359375;225614.875;390393.0625;604203.0625;583923.25;497017.1875;1063960;1119439.5;1091945.5;1152123.25
Q03529;44881.48;13741.7197265625;25791.005859375;21597.58984375;18405.16015625;51376.51953125;28407.23828125;34728.1328125;34638.18359375;78532.9375;121966.390625;130058.9296875;130279.390625;149762.015625;183445.8125;201318.5625;196217.890625
Q03532;56717.48;19541.16015625;19250.908203125;24325.744140625;19504.640625;14001.2451171875;12284.5224609375;11420.0341796875;26760.451171875;87498.203125;100914.390625;94334.0703125;86543.390625;627238.25;563971.75;528598.5;527266.3125
Q03533;66219.72;22778.556640625;19592.759765625;22729.515625;14748.75390625;48476.6171875;48107.19140625;40703.203125;62335.359375;129837.34375;190634;179623.375;161892.828125;408244.21875;369103.71875;367127.40625;377051.375
Q03558;45010.68;1324563.625;1790752.25;1811414.5;2082665.125;3269654.5;5224870.5;4984466;1671667.75;10662631;1422215.625;2032034.75;2467412.5;101982.546875;106729.3046875;87194.953125;90233.1640625
Q03559;22178.67;113290.5390625;101600.6640625;110360.1015625;113596.9921875;90916.6484375;109003;88737.046875;120165.953125;333069.3125;485486.34375;400211.78125;373620.875;928209.5625;873954.125;812826.5625;802234.4375
Q03579;17206.69;109416.1484375;119013.125;115400.2421875;84931.15625;0;0;0;0;0;0;0;0;0;0;0;0
Q03612;198562.4;0;0;0;0;0;0;0;0;0;0;0;0;9395876;9824289;9920821;9739874
Q03629;22461.48;190927.15625;197679.359375;194947.75;195917.234375;547898.875;436381.96875;417869.96875;486188.8125;843053.125;1544666.875;1772365.125;1777892.125;1176933.25;1610047;2435574;1817123.875
Q03640;171075.57;102896.3515625;84884.3046875;105474.6640625;105465.7734375;73174.9765625;88435.1875;76960.46875;121711.6171875;403199.3125;608554.8125;600959.3125;526630.25;1819249.375;1795904;1875843.625;2029704.125
Q03653;89190.57;31701.919921875;35958.421875;39873.91796875;38599.55078125;66480.6796875;60869.33203125;58456.11328125;80588.1484375;162973.921875;257073.859375;209714.390625;214327.078125;867335.0625;720441.8125;731110.3125;707758.3125
Q03654;67730.79;0;0;0;0;0;0;0;0;19345.109375;29238.71875;23100.5625;21801.013671875;71214.390625;59612.3203125;76817.9453125;69192.6796875
Q03655;56793.51;195903.96875;212492.6875;212220.40625;168989.578125;185545.75;140461.21875;197694.75;205443.265625;0;0;0;0;109085.3828125;110225.2421875;84611.9921875;66408.0625
Q03656;83237.5;13478.30078125;13948.3330078125;12895.2841796875;15021.873046875;25372.1328125;26162.130859375;22665.748046875;34748.1953125;64323.62109375;111500.671875;96767.984375;104320.75;368268.46875;302251.21875;337075.3125;364861.5625
Q03661;187137.83;54788.8203125;48138.8203125;54887.48828125;45979.28515625;47698.74609375;37714.74609375;37567.44140625;47713.0234375;56605.9921875;86348.7734375;85292.0859375;83640.7109375;129458.390625;118503.3359375;112586.25;124156.25
Q03667;16669.32;46572.9453125;39254.25;45619.29296875;49772.05078125;76883.953125;76138.75;62201.87890625;106848.75;136489.6875;132214.953125;172320.328125;192816.203125;838833.625;794464.75;754323.375;644400.4375
Q03674;75455.46;132163.28125;124306.3125;126851.25;103949.9921875;61529.91796875;37082.75;55538.140625;60208.04296875;0;0;0;0;0;0;0;0
Q03677;20879.37;19027.4609375;16228.3828125;18389.287109375;19059.904296875;64486.3828125;57919.04296875;58118.80859375;65228.859375;1024553.875;752014.25;782440.3125;864358.875;200821.421875;292763.1875;353763.84375;334054.9375
Q03687;46872.36;0;0;0;0;0;0;0;0;0;0;0;0;81348.5703125;19777.830078125;30139.0546875;29322.833984375
Q03690;145165.62;29028.97265625;36425.6484375;43191.765625;35836.921875;25757.0703125;22886.291015625;22629.859375;31549.091796875;125995.28125;113621.640625;95835.84375;91745.9140625;632248.1875;553195.75;395183.5625;503235.09375
Q03691;28908.44;92009.8828125;91783.5;86077.046875;92093.6953125;105913.1328125;95723.2734375;100253.890625;110470.046875;68226.2578125;68459.6796875;93263.96875;82581.171875;0;0;0;0
Q03705;20661.81;13017.38671875;29197.060546875;28191.384765625;11001.6923828125;0;0;0;0;0;0;0;0;0;0;0;0
Q03707;95497.6;26119.970703125;29618.619140625;26335.017578125;24275.90234375;39879.21875;33904.75;30692.20703125;45055.046875;130092.921875;246818.859375;222533.265625;244920.703125;575784.75;518304.15625;556746.875;610928.625
Q03758;104786.32;9174.46875;9306.0439453125;7361.828125;7913.818359375;10163.1826171875;8997.9697265625;8681.8583984375;12925.041015625;10311.8984375;24335.4765625;20373.876953125;18357.08984375;90353.3984375;81342.1875;56377.91796875;75528.53125
Q03759;12339.09;0;0;0;0;0;0;0;0;168628.984375;119654.7421875;11440.41015625;52798.3359375;43434.68359375;130473.640625;110283.7421875;164647.953125
Q03761;61072.6;21485.208984375;18968.833984375;21529.09765625;19976.1171875;57003.16796875;48176.25;50491.640625;64557.78515625;198728.25;246821.921875;229395.984375;206270.28125;458563.96875;418387.46875;425582.4375;408783.625
Q03764;61656.98;0;0;0;0;0;0;0;0;0;0;0;0;27263.16796875;55143.08984375;65339.01953125;65029.62890625
Q03768;31030.62;0;0;0;0;36879.27734375;46592.8359375;38743.81640625;41189.03515625;0;0;0;0;0;0;0;0
Q03769;47321.46;0;0;0;0;19950.923828125;11583.4052734375;9999.9775390625;14714.041015625;75908.4765625;96908.921875;88730.296875;77340.640625;95975.4375;93238.7890625;86573.5546875;102829.125
Q03772;19935.1;17267.8984375;23598.79296875;14559.6884765625;15095.2900390625;33194.35546875;30064.34765625;30289.33203125;47986.62109375;134603.625;160253.15625;140110.109375;134486.109375;885009.5625;857772.5625;756138.375;821504.1875
Q03780;86433.47;58558.1875;89319.015625;91898.0078125;83361.609375;37470.78125;33331.85546875;34314.46484375;42588.26953125;92988.328125;128372.2421875;127958.203125;114434.7421875;159354.578125;135196.09375;139243.953125;137339.484375
Q03790;52618.78;10738.140625;12065.3466796875;12047.130859375;9927.4072265625;19627.818359375;16704.267578125;18720.779296875;23707.740234375;101977.5859375;115927.4453125;113065.0390625;110145.7109375;312871.125;271402.71875;256429.25;285057.71875
Q03818;17222.45;0;0;0;0;0;0;0;0;40181.83203125;21638.177734375;13850.7900390625;15644.5947265625;0;0;0;0
Q03834;140080.34;4809.23583984375;6271.642578125;5066.9677734375;6022.92578125;23602.8515625;21963.318359375;25371.162109375;30680.509765625;63134.1640625;77211.640625;79629.125;60389.91796875;90203.5546875;87544.484375;89985.6875;98778.890625
Q03835;28261.34;45913.5546875;43130.56640625;42631.12109375;44148.4296875;132446.265625;120772.6171875;106042.9140625;133930.421875;613992.5;411686.15625;458092.84375;472412.59375;160523.40625;241120.6875;325352.34375;276314.0625
Q03862;65212.55;25299.203125;36162.515625;41307.59765625;50943.90625;0;0;0;0;8465.599609375;23360.43359375;26783.93359375;31767.140625;154338.203125;90674.1171875;65119.53515625;60299.953125
Q03919;8693.16;46910.08203125;52614.140625;48291.7578125;33520.33984375;40459.66796875;41937.4609375;34351.8515625;124296.6328125;220742.203125;176620.28125;214256.015625;223803.171875;3609417;3523183;3870895.25;3617137
Q03940;50453.11;61165.328125;64477.24609375;58957.98046875;61506.375;38464.67578125;31955.3671875;30240.396484375;48305.33203125;80829.6171875;87856.5859375;81766.4296875;88055.6953125;467787.0625;367446.03125;314554.3125;334419.40625
Q03954;18909.54;28026.740234375;25097.9140625;23286.9375;27771.21875;98318.3671875;84155.015625;85348.828125;93494.7890625;99248.0546875;168009.640625;194996.078125;200214.78125;59863.39453125;61977.05859375;59974.24609375;52145.1015625
Q03973;27544;39386.66015625;50360.828125;52421.109375;43458.98828125;100314.96875;108978.0625;104510.9453125;111629.84375;446795.8125;239606.640625;233017.9375;223152.671875;1204827;1013594.4375;825499.0625;854446
Q04007;98330.84;0;0;0;0;0;0;0;0;0;0;0;0;39096.19921875;68882.8671875;73859.8125;56661.55078125
Q04031;27974.42;5017.40087890625;11869.2490234375;7393.83935546875;12770.60546875;13933.8759765625;10176.859375;14140.330078125;16445.958984375;49970.11328125;73575.9296875;64077.87109375;59460.1015625;150800.546875;150092.734375;138996.546875;131037.7265625
Q04062;45782.47;16681.373046875;22218.48828125;34501.20703125;21526.6171875;15317.4677734375;12508.328125;11251.5439453125;21003.150390625;64473.140625;46019.515625;60132.90234375;67426.609375;45966.5;48533.44140625;46304.171875;46729.98046875
Q04067;30501.46;484144.78125;446891.21875;452357.0625;450715.71875;693652.1875;654348.5625;611817.875;742532.375;1894008.625;2481012.25;2596975.25;2324123.75;2456116.25;2564973.75;2845576.25;2581861.25
Q04087;39354.03;0;0;0;0;8120.74462890625;10151.083984375;9584.0419921875;12723.8056640625;27413.57421875;42843.32421875;40222.01171875;29587.306640625;102354.640625;103990.8203125;94880.8828125;99374.15625
Q04119;78344.3;0;0;0;0;0;0;0;0;0;0;0;0;79344.703125;64913.9140625;44728.21875;47365.2578125
Q04120;21614.87;10464.6337890625;7180.8642578125;8555.1728515625;11691.826171875;0;0;0;0;0;0;0;0;36147.671875;36089.98046875;19575.1640625;17017.46875
Q04121;70148.04;12076.916015625;15273.8134765625;18671.6171875;11697.1650390625;0;0;0;0;16354.732421875;30376.603515625;25204.814453125;22828.166015625;114810.09375;92700.625;73282.203125;77536.953125
Q04170;26273.8;0;0;0;0;0;0;0;0;109279.6953125;37736.2578125;40390.85546875;40358.359375;120792.1640625;105079.796875;105419.484375;80535.1015625
Q04178;25190.73;38193.5625;38550.890625;52535.19140625;48976.47265625;63179.6640625;86246.984375;87116.7421875;51113.2578125;32048.111328125;26873.353515625;26836.171875;46443.546875;0;0;0;0
Q04182;172255.73;3741.603515625;2763.51416015625;2404.587890625;2711.41723632813;0;0;0;0;14899.5615234375;9972.5615234375;6128.35693359375;16915.10546875;109759.0390625;102361.6484375;54348.0546875;49802.4609375
Q04195;100796.1;0;0;0;0;0;0;0;0;20767.517578125;43020.98828125;46104.11328125;36911.89453125;77735.9453125;83144.3828125;68947.0703125;63204.57421875
Q04199;51252.1;0;0;0;0;0;0;0;0;0;0;0;0;56574.03125;73292.6015625;56444.3046875;39960.1640625
Q04201;12892.78;48418.8984375;40284.90234375;40620.578125;37391.77734375;0;0;0;0;0;0;0;0;9570.19140625;22089.46875;19857.73828125;25020.4453125
Q04212;38220.43;0;0;0;0;0;0;0;0;165385.78125;285895.25;76568.890625;79537.96875;0;0;0;0
Q04213;55426.58;41545.1796875;41991.46875;36827.78515625;30986.810546875;24552.947265625;17448.91015625;15681.91015625;27764.587890625;6244.3740234375;34238.58203125;37545.8671875;35748.01171875;75907.3125;64338.12890625;26377.232421875;21124.921875
Q04214;198899.2;107345.390625;111416.4453125;122357.4765625;130003.375;0;0;0;0;0;0;0;0;0;0;0;0
Q04215;49273.89;0;0;0;0;0;0;0;0;18866.2421875;28848.35546875;21300.24609375;12111.798828125;78367.6484375;69990.453125;65357.5625;48720.66796875
Q04217;144954.6;10151.6728515625;14040.53125;15569.7646484375;14103.6328125;22528.6015625;14725.1865234375;13376.9833984375;22158.943359375;80218.4140625;88720.828125;72565.453125;72488.4296875;171650.4375;152302;156363.671875;180201.140625
Q04225;57261.3;53387.83984375;50662.88671875;47357.6953125;55449.16015625;76884.1953125;76894.34375;70431.25;89587.015625;90848.984375;167169.28125;142208.328125;140558.09375;575661.125;532009.25;503629.78125;379205.71875
Q04279;105873.68;45048.65234375;39351.65625;43412.546875;38730.52734375;83181.15625;81678.15625;78187.734375;108368.46875;181270.03125;256314.171875;252912.15625;227909.609375;729182.25;709987.375;652550.25;731858.125
Q04304;24882.43;28500.90234375;29190.369140625;24133.140625;28303.8671875;49344.609375;50108.76953125;43455.796875;54417.66015625;856616.0625;355439.28125;458314.1875;464407.9375;42421.37109375;70315.71875;113517.2890625;130939.4609375
Q04307;12513.11;11643.8740234375;16118.1103515625;17680.59765625;17675.083984375;45591.4921875;40779.6953125;29107.65625;51016.0234375;256021.578125;225585.84375;155443.875;221681.640625;520968.6875;537125.9375;584912.125;544103.75
Q04311;72733.37;19393.0703125;27213.224609375;23968.138671875;31461.095703125;24970.482421875;32598.849609375;19573.791015625;19745.25;20380.2109375;56427.98046875;51341.76171875;62129.59375;309610.9375;273441.3125;230080.421875;278395.875
Q04322;82131.41;8282.5537109375;8705.7646484375;9572.9560546875;10091.90234375;16155.0849609375;18480.7265625;20630.291015625;39408.30078125;75890.6171875;97353.1171875;110204.109375;112279.0390625;299561.40625;250781.40625;317405.09375;243263.953125
Q04336;126624.28;27459.57421875;23153.0625;20654.265625;19518.4453125;13405.29296875;17045.77734375;19202.130859375;10947.8564453125;27153.35546875;31267.212890625;41174.6640625;33892.28125;107166.40625;115891.78125;121902.8203125;114948.3671875
