"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"TIM22","YDL217C","Translocase of the Inner Mitochondrial membrane","TIMM22","translocase of inner mitochondrial membrane 22 homolog (yeast)","H. sapiens","29928","607251","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM23","YNR017W","Translocase of the Inner Mitochondrial membrane","TIMM23","translocase of inner mitochondrial membrane 23 homolog (yeast)","H. sapiens","100287932","605034","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TIM44","YIL022W","Translocase of the Inner Mitochondrial membrane","TIMM44","translocase of inner mitochondrial membrane 44 homolog (yeast)","H. sapiens","10469","605058","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TIM50","YPL063W","Translocase of the Inner Mitochondrial membrane","TIMM50","translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)","H. sapiens","92609","607381","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TIM8","YJR135W-A","Translocase of the Inner Mitochondrial membrane","TIMM8A","translocase of inner mitochondrial membrane 8 homolog A (yeast)","H. sapiens","1678","300356","311150","OPTICOACOUSTIC NERVE ATROPHY WITH DEMENTIA","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIM8","YJR135W-A","Translocase of the Inner Mitochondrial membrane","TIMM8A","translocase of inner mitochondrial membrane 8 homolog A (yeast)","H. sapiens","1678","300356","304700","MOHR-TRANEBJAERG SYNDROME; MTS","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIM8","YJR135W-A","Translocase of the Inner Mitochondrial membrane","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B (yeast)","H. sapiens","26521","606659","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIM9","YEL020W-A","Translocase of the Inner Mitochondrial membrane","TIMM9","translocase of inner mitochondrial membrane 9 homolog (yeast)","H. sapiens","26520","607384","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|InParanoid","7","9"
"TIP20","YGL145W","SEC20 (Twenty) Interacting Protein","RINT1","RAD50 interactor 1","H. sapiens","60561","610089","","","DiOPT","Hieranoid|PANTHER|OrthoFinder","3","9"
"TIP41","YPR040W","Tap42 Interacting Protein","TIPRL","TOR signaling pathway regulator","H. sapiens","261726","611807","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIS11","YLR136C","similar to the mammalian TPA Induced Sequence gene family","ZFP36","ZFP36 ring finger protein","H. sapiens","7538","190700","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","5","9"
"TIS11","YLR136C","similar to the mammalian TPA Induced Sequence gene family","ZFP36L1","ZFP36 ring finger protein-like 1","H. sapiens","677","601064","","","DiOPT","SonicParanoid|OrthoInspector|PANTHER|OrthoFinder","4","9"
"TIS11","YLR136C","similar to the mammalian TPA Induced Sequence gene family","ZFP36L2","ZFP36 ring finger protein-like 2","H. sapiens","678","612053","","","DiOPT","SonicParanoid|OrthoInspector|PANTHER|OrthoFinder","4","9"
"TKL1","YPR074C","TransKetoLase","TKT","transketolase","H. sapiens","7086","606781","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|Ensembl Compara|InParanoid","6","9"
"TKL1","YPR074C","TransKetoLase","TKTL1","transketolase-like 1","H. sapiens","8277","300044","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","6","9"
"TKL2","YBR117C","TransKetoLase","TKT","transketolase","H. sapiens","7086","606781","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","6","9"
"TKL2","YBR117C","TransKetoLase","TKTL1","transketolase-like 1","H. sapiens","8277","300044","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","6","9"
"TLG1","YDR468C","T-snare affecting a Late Golgi compartment","STX10","syntaxin 10","H. sapiens","8677","603765","","","DiOPT","Hieranoid|OrthoFinder|PANTHER","3","9"
"TLG1","YDR468C","T-snare affecting a Late Golgi compartment","STX6","syntaxin 6","H. sapiens","10228","603944","","","DiOPT","Hieranoid|OrthoFinder|PANTHER","3","9"
"TLG2","YOL018C","T-snare affecting a Late Golgi compartment","STX16","syntaxin 16","H. sapiens","8675","603666","603233","PSEUDOHYPOPARATHYROIDISM, TYPE IB; PHP1B","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TMA108","YIL137C","Translation Machinery Associated","ANPEP","alanyl (membrane) aminopeptidase","H. sapiens","290","151530","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","ENPEP","glutamyl aminopeptidase (aminopeptidase A)","H. sapiens","2028","138297","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","ERAP1","endoplasmic reticulum aminopeptidase 1","H. sapiens","51752","606832","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","ERAP2","endoplasmic reticulum aminopeptidase 2","H. sapiens","64167","609497","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","LNPEP","leucyl/cystinyl aminopeptidase","H. sapiens","4012","151300","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","LVRN","laeverin","H. sapiens","206338","610046","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA108","YIL137C","Translation Machinery Associated","TRHDE","thyrotropin-releasing hormone degrading enzyme","H. sapiens","29953","606950","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TMA19","YKL056C","Translation Machinery Associated","TPT1","tumor protein, translationally-controlled 1","H. sapiens","7178","600763","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TMA20","YER007C-A","Translation Machinery Associated","MCTS1","malignant T cell amplified sequence 1","H. sapiens","28985","300587","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TMA22","YJR014W","Translation Machinery Associated","DENR","density-regulated protein","H. sapiens","8562","604550","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TMA64","YDR117C","Translation Machinery Associated","EIF2D","eukaryotic translation initiation factor 2D","H. sapiens","1939","613709","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TMA7","YLR262C-A","Translation Machinery Associated","TMA7","translation machinery associated 7 homolog","H. sapiens","51372","615808","","","DiOPT","OMA|OrthoFinder|PhylomeDB|PANTHER","4","9"
"TMH11","YJR085C","TMem14 Homolog of 11 kDa","TMEM14C","transmembrane protein 14C","H. sapiens","51522","615318","","","DiOPT","Ensembl Compara|InParanoid|SonicParanoid","3","9"
"TMH18","YPR098C","TMem205 Homolog of 18 kDa","TMEM205","transmembrane protein 205","H. sapiens","374882","613771","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|InParanoid","5","9"
"TML25","YLR118C","acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa","LYPLA1","lysophospholipase I","H. sapiens","10434","605599","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"TML25","YLR118C","acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa","LYPLA2","lysophospholipase II","H. sapiens","11313","616143","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"TMN2","YDR107C","TransMembrane Nine","TM9SF2","transmembrane 9 superfamily member 2","H. sapiens","9375","604678","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|InParanoid","7","9"
"TMS1","YDR105C","","SERINC1","serine incorporator 1","H. sapiens","57515","614548","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TMS1","YDR105C","","SERINC2","serine incorporator 2","H. sapiens","347735","614549","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TMS1","YDR105C","","SERINC3","serine incorporator 3","H. sapiens","10955","607165","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TMS1","YDR105C","","SERINC4","serine incorporator 4","H. sapiens","619189","614550","","","DiOPT","Ensembl Compara|OrthoFinder|PhylomeDB|PANTHER","4","9"
"TMS1","YDR105C","","SERINC5","serine incorporator 5","H. sapiens","256987","614551","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A1","solute carrier family 17 (organic anion transporter), member 1","H. sapiens","6568","182308","","","DiOPT","Hieranoid|Ensembl Compara","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A2","solute carrier family 17, member 2","H. sapiens","10246","611049","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A3","solute carrier family 17 (organic anion transporter), member 3","H. sapiens","10786","611034","612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4","DiOPT","Ensembl Compara|Hieranoid","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A4","solute carrier family 17, member 4","H. sapiens","10050","604216","","","DiOPT","Hieranoid|Ensembl Compara","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A5","solute carrier family 17 (acidic sugar transporter), member 5","H. sapiens","26503","604322","269920","INFANTILE SIALIC ACID STORAGE DISEASE; ISSD","DiOPT","Hieranoid|Ensembl Compara","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A5","solute carrier family 17 (acidic sugar transporter), member 5","H. sapiens","26503","604322","604369","SALLA DISEASE; SD","DiOPT","Hieranoid|Ensembl Compara","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A6","solute carrier family 17 (vesicular glutamate transporter), member 6","H. sapiens","57084","607563","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A7","solute carrier family 17 (vesicular glutamate transporter), member 7","H. sapiens","57030","605208","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A8","solute carrier family 17 (vesicular glutamate transporter), member 8","H. sapiens","246213","607557","605583","DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25","DiOPT","Hieranoid|Ensembl Compara","2","9"
"TNA1","YGR260W","Transporter of Nicotinic Acid","SLC17A9","solute carrier family 17 (vesicular nucleotide transporter), member 9","H. sapiens","63910","612107","616063","POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE; POROK8","DiOPT","Ensembl Compara|Hieranoid","2","9"
"TOA1","YOR194C","","GTF2A1","general transcription factor IIA, 1, 19/37kDa","H. sapiens","2957","600520","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"TOA1","YOR194C","","GTF2A1L","general transcription factor IIA, 1-like","H. sapiens","11036","605358","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PANTHER|InParanoid","5","9"
"TOA2","YKL058W","","GTF2A2","general transcription factor IIA, 2, 12kDa","H. sapiens","2958","600519","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TOF1","YNL273W","TOpoisomerase I-interacting Factor","TIMELESS","timeless circadian clock","H. sapiens","8914","603887","","","DiOPT","OrthoInspector|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","6","9"
"TOK1","YJL093C","","KCNK10","potassium channel, two pore domain subfamily K, member 10","H. sapiens","54207","605873","","","DiOPT","OrthoInspector|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"TOK1","YJL093C","","KCNK12","potassium channel, two pore domain subfamily K, member 12","H. sapiens","56660","607366","","","DiOPT","SonicParanoid|Ensembl Compara|PANTHER","3","9"
"TOK1","YJL093C","","KCNK16","potassium channel, two pore domain subfamily K, member 16","H. sapiens","83795","607369","","","DiOPT","Ensembl Compara|SonicParanoid|PANTHER","3","9"
"TOK1","YJL093C","","KCNK17","potassium channel, two pore domain subfamily K, member 17","H. sapiens","89822","607370","","","DiOPT","SonicParanoid|Ensembl Compara|PANTHER","3","9"
"TOK1","YJL093C","","KCNK2","potassium channel, two pore domain subfamily K, member 2","H. sapiens","3776","603219","","","DiOPT","SonicParanoid|PhylomeDB|Ensembl Compara|PANTHER","4","9"
"TOK1","YJL093C","","KCNK3","potassium channel, two pore domain subfamily K, member 3","H. sapiens","3777","603220","615344","PULMONARY HYPERTENSION, PRIMARY, 4; PPH4","DiOPT","Ensembl Compara|SonicParanoid|PANTHER","3","9"
"TOK1","YJL093C","","KCNK4","potassium channel, two pore domain subfamily K, member 4","H. sapiens","50801","605720","","","DiOPT","Ensembl Compara|SonicParanoid|PANTHER","3","9"
"TOK1","YJL093C","","KCNK5","potassium channel, two pore domain subfamily K, member 5","H. sapiens","8645","603493","","","DiOPT","SonicParanoid|Ensembl Compara|PANTHER","3","9"
"TOK1","YJL093C","","KCNK6","potassium channel, two pore domain subfamily K, member 6","H. sapiens","9424","603939","","","DiOPT","Ensembl Compara|SonicParanoid|PANTHER","3","9"
"TOK1","YJL093C","","KCNK7","potassium channel, two pore domain subfamily K, member 7","H. sapiens","10089","603940","","","DiOPT","SonicParanoid|Ensembl Compara|PANTHER","3","9"
"TOM1","YDR457W","Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis","HUWE1","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase","H. sapiens","10075","300697","300706","MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"TOM20","YGR082W","Translocase of the Outer Mitochondrial membrane","TOMM20","translocase of outer mitochondrial membrane 20 homolog (yeast)","H. sapiens","9804","601848","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TOM22","YNL131W","Translocase of the Outer Mitochondrial membrane","TOMM22","translocase of outer mitochondrial membrane 22 homolog (yeast)","H. sapiens","56993","607046","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"TOM40","YMR203W","Translocase of the Outer Mitochondrial membrane","TOMM40","translocase of outer mitochondrial membrane 40 homolog (yeast)","H. sapiens","10452","608061","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TOM7","YNL070W","Translocase of the Outer Mitochondrial membrane","TOMM7","translocase of outer mitochondrial membrane 7 homolog (yeast)","H. sapiens","54543","607980","","","DiOPT","PhylomeDB|OrthoFinder","2","9"
"TOM70","YNL121C","Translocase of the Outer Mitochondrial membrane","TOMM70A","translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)","H. sapiens","9868","606081","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TOM71","YHR117W","Translocase of the Outer Mitochondrial membrane","TOMM70A","translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)","H. sapiens","9868","606081","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TOP1","YOL006C","TOPoisomerase","TOP1","topoisomerase (DNA) I","H. sapiens","7150","126420","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TOP1","YOL006C","TOPoisomerase","TOP1MT","topoisomerase (DNA) I, mitochondrial","H. sapiens","116447","606387","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TOP2","YNL088W","TOPoisomerase","TOP2A","topoisomerase (DNA) II alpha","H. sapiens","7153","126430","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TOP2","YNL088W","TOPoisomerase","TOP2B","topoisomerase (DNA) II beta","H. sapiens","7155","126431","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TOP3","YLR234W","TOPoisomerase","TOP3A","topoisomerase (DNA) III alpha","H. sapiens","7156","601243","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TOR1","YJR066W","Target Of Rapamycin","MTOR","mechanistic target of rapamycin (serine/threonine kinase)","H. sapiens","2475","601231","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TOR2","YKL203C","Target Of Rapamycin","MTOR","mechanistic target of rapamycin (serine/threonine kinase)","H. sapiens","2475","601231","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TOS3","YGL179C","Target Of Sbf","CAMKK2","calcium/calmodulin-dependent protein kinase kinase 2, beta","H. sapiens","10645","615002","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"TOS8","YGL096W","Target Of Sbf","MEIS1","Meis homeobox 1","H. sapiens","4211","601739","","","DiOPT","OrthoInspector|OrthoFinder|InParanoid|PANTHER","4","9"
"TOS8","YGL096W","Target Of Sbf","MEIS2","Meis homeobox 2","H. sapiens","4212","601740","","","DiOPT","OrthoInspector|OrthoFinder|InParanoid|PANTHER","4","9"
"TOS8","YGL096W","Target Of Sbf","PKNOX1","PBX/knotted 1 homeobox 1","H. sapiens","5316","602100","","","DiOPT","OrthoInspector|PANTHER|InParanoid|OrthoFinder","4","9"
"TOS8","YGL096W","Target Of Sbf","PKNOX2","PBX/knotted 1 homeobox 2","H. sapiens","63876","613066","","","DiOPT","OrthoInspector|OrthoFinder|InParanoid|PANTHER","4","9"
"TOS8","YGL096W","Target Of Sbf","TGIF1","TGFB-induced factor homeobox 1","H. sapiens","7050","602630","142946","HOLOPROSENCEPHALY 4; HPE4","DiOPT","OrthoInspector|OrthoFinder|PANTHER","3","9"
"TOS8","YGL096W","Target Of Sbf","TGIF2LY","TGFB-induced factor homeobox 2-like, Y-linked","H. sapiens","90655","400025","","","DiOPT","OrthoInspector|PANTHER|OrthoFinder","3","9"
"TPA1","YER049W","Termination and PolyAdenylation","OGFOD1","2-oxoglutarate and iron-dependent oxygenase domain containing 1","H. sapiens","55239","615857","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"TPC1","YGR096W","Thiamine Pyrophosphate Carrier","SLC25A19","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","H. sapiens","60386","606521","607196","MICROCEPHALY, AMISH TYPE; MCPHA","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TPC1","YGR096W","Thiamine Pyrophosphate Carrier","SLC25A19","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","H. sapiens","60386","606521","613710","THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
