Entry,Gene names,Protein names
P38274,HSL7 YBR133C YBR1008,Protein arginine N-methyltransferase HSL7 (EC 2.1.1.320) (Histone synthetic lethal protein 7) (Type II protein arginine N-methyltransferase) (Type II PRMT)
P15108,HSC82 YMR186W YM8010.16,ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)
P39730,FUN12 YAL035W,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)
P40060,IES5 YER092W,Ino eighty subunit 5
Q12442,IZH2 PHO36 YOL002C UND327,ADIPOR-like receptor IZH2 (Phosphate metabolism protein 36)
P40576,INA22 YIR024C,Inner membrane assembly complex subunit 22 (INA complex 22 kDa subunit)
Q02888,INA17 AIM43 FMP14 YPL099C,Inner membrane assembly complex subunit 17 (Altered inheritance of mitochondria protein 43) (Found in mitochondrial proteome protein 14) (INA complex 17 kDa subunit)
Q06142,KAP95 YLR347C L8300.15,Importin subunit beta-1 (Importin-95) (Karyopherin subunit beta-1) (Karyopherin-95)
P20485,CKI1 CKI YLR133W L3130 L9606.8,Choline kinase (EC 2.7.1.32) (ATP:choline phosphotransferase)
Q07551,YDL124W D2240,NADPH-dependent alpha-keto amide reductase (AKR-E) (EC 1.2.1.-) (YKAR)
Q04533,YML082W,Putative cystathionine gamma-synthase YML082W (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)
P36046,MIA40 TIM40 YKL195W,Mitochondrial intermembrane space import and assembly protein 40 (Mitochondrial import inner membrane translocase TIM40)
Q04472,MGR3 FMP24 YMR115W YM9718.14,Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3 (Mitochondrial genome-required protein 3)
Q12041,MET32 YDR253C YD9320A.03C,Transcriptional regulator MET32 (Methionine-requiring protein 32)
P47084,MRX12 YJR003C J1415 YJR83.30,MIOREX complex component 12 (Mitochondrial organization of gene expression protein 12)
P10566,MRS3 YJL133W J0675,Mitochondrial RNA-splicing protein MRS3
Q12411,SPO21 MPC70 YOL091W,Sporulation-specific protein 21 (Meiotic plaque component protein 70)
P53725,MPP6 YNR024W N3230,M-phase phosphoprotein 6 homolog (Exosome-associated RNA-binding protein MPP6)
Q06106,MRD1 YPR112C,Multiple RNA-binding domain-containing protein 1
P17536,TPM1 YNL079C N2332,Tropomyosin-1
P28584,TRK2 RPD2 YKR050W,Low-affinity potassium transport protein
P36029,TPO5 YKL174C YKL639,Polyamine transporter TPO5
P22515,UBA1 YKL210W,Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)
Q08438,VHS3 YOR054C YOR29-05,Phosphopantothenoylcysteine decarboxylase subunit VHS3 (Viable in a HAL3 SIT4 background protein 3)
P26637,CDC60 YPL160W P2564,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"
P38088,GRS1 YBR121C YBR0917,"Glycine--tRNA ligase 1, mitochondrial (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 1) (GlyRS 1) (GlyRS1)"
P38816,TRR2 YHR106W,"Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9)"
Q07381,TSR1 YDL060W,Ribosome biogenesis protein TSR1 (20S rRNA accumulation protein 1)
P0CF17,YML002W YM8270.01 YM9571.17,UPF0507 protein YML002W
P47108,URB2 NPA2 YJR041C J1622,Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2)
Q04301,VBA1 YMR088C YM9582.13C,Vacuolar basic amino acid transporter 1
P54860,UFD2 YDL190C D1255,E4 ubiquitin-protein ligase UFD2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UFD2) (Ubiquitin conjugation factor E4) (Ubiquitin fusion degradation protein 2) (UB fusion protein 2)
Q07963,UBR2 YLR024C,E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3 component N-recognin-1 homolog)
Q02724,ULP1 YPL020C LPB11C,Ubiquitin-like-specific protease 1 (EC 3.4.22.68)
P40522,VHR1 YIL056W,Transcription factor VHR1 (VHT1 regulator 1)
Q00764,TPS1 BYP1 CIF1 FDP1 GGS1 GLC6 TSS1 YBR126C YBR0922,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit (EC 2.4.1.15) (General glucose sensor subunit 1) (Glycogen metabolism control protein GLC6) (Trehalose synthase complex catalytic subunit TPS1) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)"
P00942,TPI1 YDR050C YD9609.05C,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)
P40414,TPM2 YIL138C,Tropomyosin-2
P06785,CDC21 CRT9 TMP1 YOR074C YOR29-25,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)
P54730,UBX4 YMR067C YM9916.06C,UBX domain-containing protein 4
P25594,VBA3 YCL069W YCL69W,Vacuolar basic amino acid transporter 3
P33296,UBC6 DOA2 YER100W,Ubiquitin-conjugating enzyme E2 6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 6) (Ubiquitin carrier protein UBC6) (Ubiquitin-protein ligase UBC6)
Q12229,UBX3 YDL091C,UBX domain-containing protein 3
P0CG63,UBI4 SCD2 YLL039C,Polyubiquitin [Cleaved into: Ubiquitin]
P38709,YHL012W,Probable UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)
P25372,TRX3 YCR083W YCR83W,"Thioredoxin-3, mitochondrial"
P38358,VBA2 YBR293W YBR2109,Vacuolar basic amino acid transporter 2
P33202,UFD4 YKL010C YKL162,Ubiquitin fusion degradation protein 4 (UB fusion protein 4) (EC 2.3.2.-) (HECT-type E3 ubiquitin transferase UFD4) (EC 2.3.2.26)
P40453,UBP7 YIL156W,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)
P27515,URK1 YNR012W N2050,Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)
P32837,UGA4 YDL210W D1037,GABA-specific permease (GABA-specific transport protein)
P39944,UBP5 YER144C,Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)
P17255,VMA1 CLS8 TFP1 YDL185W D1286,V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]
P14682,CDC34 DNA6 UBC3 YDR054C D4211 YD9609.08C,Ubiquitin-conjugating enzyme E2-34 kDa (EC 2.3.2.23) (Cell division control protein 34) (E2 ubiquitin-conjugating enzyme 3) (E3 ubiquitin ligase complex SCF subunit CDC34) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
Q01477,UBP3 YER151C,Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)
Q01476,UBP2 YOR124C O3281 YOR3281C,Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)
P48231,TCB2 YNL087W N2250,Tricalbin-2
Q12513,TMA17 YDL110C D2320,Translation machinery-associated protein 17 (ATPase-dedicated chaperone of 17 kDa) (ADC17)
P08067,RIP1 YEL024W,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)"
P07236,MST1 YKL194C,"Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"
P53040,TAF6 TAF60 YGL112C G2985,Transcription initiation factor TFIID subunit 6 (TBP-associated factor 6) (TBP-associated factor 60 kDa) (TAFII-60) (TAFII60)
P53220,TIM21 YGR033C,Mitochondrial import inner membrane translocase subunit TIM21
P40040,THO1 YER063W,Protein THO1
P40533,TED1 YIL039W,Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)
P38825,TOM71 TOM72 YHR117W,Protein TOM71 (71 kDa mitochondrial outer membrane protein)
P15731,UBC4 YBR082C YBR0745,Ubiquitin-conjugating enzyme E2 4 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 4) (Ubiquitin carrier protein 4) (Ubiquitin-protein ligase 4)
P19812,UBR1 PTR1 YGR184C G7168,E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-end-recognizing protein) (N-recognin-1) (RING-type E3 ubiquitin transferase UBR1)
P50102,UBP8 YMR223W YM9959.05,Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)
Q01852,TIM44 ISP45 MIM44 MPI1 YIL022W,Mitochondrial import inner membrane translocase subunit TIM44 (Inner membrane import site protein 45) (ISP45) (Membrane import machinery protein MIM44) (Mitochondrial protein import protein 1)
Q04562,TMN2 YDR107C,Transmembrane 9 superfamily member 2
Q12208,USB1 YLR132C L3127,U6 snRNA phosphodiesterase (EC 3.1.4.-) (U six biogenesis protein 1)
Q12006,PFA4 YOL003C UNE378,Palmitoyltransferase PFA4 (EC 2.3.1.225) (Protein S-acyltransferase) (PAT) (Protein fatty acyltransferase 4)
Q04705,PRM6 KCH2 YML047C YM9827.05C,Pheromone-regulated membrane protein 6 (Low affinity K(+) transporter 2)
P27654,TIP1 YBR067C YBR0622,Temperature shock-inducible protein 1 (EC 3.1.1.-)
Q06163,EST2 YLR318W L8543.12,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit)
P40071,TMN3 YER113C,Transmembrane 9 superfamily member 3
P40340,YTA7 YGR270W,Tat-binding homolog 7
P29056,BRF1 PCF4 TDS4 YGR246C,Transcription factor IIIB 70 kDa subunit (TFIIIB) (B-related factor 1) (BRF-1)
P38237,UBP14 GID6 YBR058C YBR0515,Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Glucose-induced degradation protein 6) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)
Q04179,URH1 YDR400W D9509.19,Uridine nucleosidase (EC 3.2.2.3) (Uridine ribohydrolase)
P53072,TAN1 YGL232W,tRNA acetyltransferase TAN1 (EC 2.3.-.-)
P15019,TAL1 YLR354C L9638.6,Transaldolase (EC 2.2.1.2)
P39515,TIM17 MIM17 MPI2 SMS1 YJL143W J0648,Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial inner membrane protein MIM17) (Mitochondrial protein import protein 2)
P07273,DST1 PPR2 YGL043W,Transcription elongation factor S-II (DNA strand transfer protein alpha) (STP-alpha) (DNA strand transferase 1) (Pyrimidine pathway regulatory protein 2)
Q12256,TPO4 YOR273C O5440,Polyamine transporter 4
Q08687,TMA16 YOR252W,Translation machinery-associated protein 16
P40032,TPA1 YER049W,"Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)"
P39547,UIP3 YAR027W FUN55,ULP1-interacting protein 3 (DUP240 protein UIP3)
P38152,CTP1 YBR291C YBR2039,Tricarboxylate transport protein (Citrate transport protein) (CTP)
P52490,UBC13 YDR092W YD6652.04,Ubiquitin-conjugating enzyme E2 13 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 13) (Ubiquitin carrier protein 13) (Ubiquitin-protein ligase 13)
P39965,AIM10 YER087W,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Altered inheritance rate of mitochondria protein 10) (Prolyl-tRNA synthetase) (ProRS)"
P32897,TIM23 MAS6 MIM23 MPI3 YNR017W N3180,Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)
P23254,TKL1 YPR074C YP9499.29C,Transketolase 1 (TK 1) (EC 2.2.1.1)
Q04183,TRS120 YDR407C D9509.25 ESBP10,Trafficking protein particle complex II-specific subunit 120 (TRAPP II-specific subunit 120) (Transport protein particle 120 kDa subunit)
P38238,TRM7 YBR061C YBR0527,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7) (tRNA methylase 7)
Q03280,TOM1 SSR2 YDR457W D8035.1,E3 ubiquitin-protein ligase TOM1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1) (Suppressor of snRNA protein 2) (Temperature-dependent organization in mitotic nucleus protein 1)
P36097,TTI1 FMP47 YKL033W YKL246,TEL2-interacting protein 1
P09733,TUB1 YML085C,Tubulin alpha-1 chain
P13188,GLN4 YOR168W O3601,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)
P41544,SYS1 YJL004C J1402 YJR83.17,Protein SYS1
Q07824,TPO1 YLL028W L0939,Polyamine transporter 1
P49334,TOM22 MAS17 MAS22 MOM22 YNL131W N1217 N1862,Mitochondrial import receptor subunit TOM22 (Mitochondrial 17 kDa assembly protein) (Mitochondrial 22 kDa outer membrane protein) (Protein MAS17) (Translocase of outer membrane 22 kDa subunit)
P53257,TPC1 YGR096W,Mitochondrial thiamine pyrophosphate carrier 1
Q04120,TSA2 YDR453C D9461.38,Peroxiredoxin TSA2 (Prx) (EC 1.11.1.24) (Cytoplasmic thiol peroxidase 2) (cTPx 2) (Thiol-specific antioxidant protein 2) (Thioredoxin peroxidase type Ib) (TPx type Ib) (Thioredoxin-dependent peroxiredoxin TSA2)
P21734,UBC1 YDR177W YD9395.10,Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)
P52492,UBC11 YOR339C O6268,Ubiquitin-conjugating enzyme E2-18 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 11) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
P40157,VID27 YNL212W N1327,Vacuolar import and degradation protein 27
P46678,BDP1 TFC5 YNL039W N2682,Transcription factor TFIIIB component B'' (TFIIIB90)
P33891,TIP20 TIP1 YGL145W,Protein transport protein TIP20
Q08282,PPM2 TYW4 YOL141W,tRNA wybutosine-synthesizing protein 4 (tRNA yW-synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)
P39538,UBP12 YJL197W J0340,Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin thioesterase 12) (Ubiquitin-specific-processing protease 12)
P19516,COX11 YPL132W LPI13W,"Cytochrome c oxidase assembly protein COX11, mitochondrial"
P36034,COS9 YKL219W,Protein COS9
P0CX13,COS3 YML132W YM4987.03,Protein COS3
P25334,CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W,Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase)
P36091,DCW1 YKL046C YKL259,"Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)"
P43595,DCV1 YFR012W,Protein DCV1 (Demands CDC28 kinase activity for viability protein 1)
P22204,DBF2 YGR092W,Cell cycle protein kinase DBF2 (EC 2.7.11.1) (Dumbbell forming protein 2)
P36009,DHR2 YKL078W YKL408,Probable ATP-dependent RNA helicase DHR2 (EC 3.6.4.13) (DEAH box RNA helicase DHR2) (Helicase JA2)
P40366,DLS1 YJL065C HRD167 J1115,Protein DLS1 (DPB3-like subunit of ISW2 complex 1)
Q05958,ECM22 YLR228C,Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)
Q04623,ECM18 YDR125C YD9727.20C,Protein ECM18 (EC 2.3.1.-) (Extracellular mutant protein 18)
P40023,EDC2 YER035W,Enhancer of mRNA-decapping protein 2
Q05871,ECI1 YLR284C,"3,2-trans-enoyl-CoA isomerase (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)"
P53255,DRN1 YGR093W,CWF19-like protein DRN1 (Debranching enzyme-associated ribonuclease 1)
P36053,ELF1 YKL160W YKL614,Transcription elongation factor 1
P36001,RMA1 YKL132C,Probable folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)
P39712,FLO9 YAL063C,Flocculation protein FLO9 (Flocculin-9)
P39676,YHB1 YHB YGR234W G8572,Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)
P11412,ZWF1 MET19 YNL241C N1110,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)
Q03002,FRK1 YPL141C,Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 (EC 2.7.11.1)
P37261,FRM2 YCL026C-A YCLX08C YCLX8C,Fatty acid repression mutant protein 2
P40056,GET2 HUR2 RMD7 YER083C,Golgi to ER traffic protein 2 (Guided entry of tail-anchored proteins 2) (Hydroxyurea resistance protein 2) (Required for meiotic nuclear division protein 7)
P49018,GPI8 YDR331W D9798.2,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)
P38348,HSM3 YBR272C YBR1740,DNA mismatch repair protein HSM3 (Enhanced spontaneous mutability protein 3)
P15992,HSP26 YBR072W YBR0714,Heat shock protein 26 (26 kDa heat shock protein)
Q04178,HPT1 BRA6 YDR399W D9509.18,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (Bypass of repression by adenine protein 6)
Q01448,HPC2 YBR215W YBR1503,Histone promoter control protein 2
P09064,SUI3 TIF212 YPL237W,Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)
P46997,JJJ2 YJL162C J0549,J protein JJJ2
P15454,GUK1 YDR454C D9461.39,Guanylate kinase (EC 2.7.4.8) (GMP kinase)
P09620,KEX1 YGL203C,Pheromone-processing carboxypeptidase KEX1 (EC 3.4.16.6) (Carboxypeptidase D) (Killer expression defective protein 1)
P35127,YUH1 YJR099W J1941,Ubiquitin carboxyl-terminal hydrolase YUH1 (UCH) (EC 3.4.19.12) (Ubiquitin thioesterase)
P40041,VHR2 YER064C,Transcription factor VHR2 (VHT1 regulator 2)
Q04177,UTP5 YDR398W D9509.17,U3 small nucleolar RNA-associated protein 5 (U3 snoRNA-associated protein 5) (U three protein 5) (U3 protein 5 required for transcription) (t-UTP5)
Q3E7Y4,YBL112C,Putative uncharacterized helicase-like protein YBL112C
P53273,YGR125W G6362,Uncharacterized vacuolar membrane protein YGR125W
P40434,YIL177C,Y' element ATP-dependent helicase YIL177C (EC 3.6.4.12)
Q04526,YML083C,Putative uncharacterized protein YML083C
P47100,TY1B-JR2 YJRWTy1-2 POL YJR029W J1570,Transposon Ty1-JR2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]
Q03207,YML122C YM7056.04C,Uncharacterized protein YML122C
Q8TGT0,YML100W-A,Uncharacterized protein YML100W-A
Q04711,TY1B-ML1 YMLWTy1-1 POL YML045W YM9827.08,Transposon Ty1-ML1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]
Q3E7Z7,YDR003W-A,Uncharacterized protein YDR003W-A
P25657,YCR099C YCR99C,Uncharacterized protein YCR099C
P0C2I6,TY1B-LR3 YLRWTy1-3 POL YLR227W-B L8083.11,Transposon Ty1-LR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]
P47063,YJL027C J1269,Uncharacterized protein YJL027C
Q08486,YOR072W O2937 YOR29-23,Uncharacterized protein YOR072W
Q12458,YPR1 YDR368W D9481.8,Putative reductase 1 (EC 1.1.1.-)
Q8TGS1,YOR032W-A,Uncharacterized protein YOR032W-A
P53107,YRB30 YGL164C G1817,Ran-specific GTPase-activating protein 30 (Ran-binding protein 30) (RANBP30)
Q12340,YRM1 YOR172W O3620,Zinc finger transcription factor YRM1 (Reveromycin resistance modulator 1)
P0C074,YSF3 RCP10 YNL138W-A,RDS3 complex subunit 10 (Splicing factor 3b subunit)
P15180,KRS1 GCD5 YDR037W YD9673.09,"Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)"
P53065,TAD1 YGL243W HRA400,tRNA-specific adenosine deaminase 1 (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)
P40468,TAO3 PAG1 YIL129C,Cell morphogenesis protein PAG1 (Protein TAO3)
P34163,TGL1 YKL140W YKL5,Sterol esterase TGL1 (EC 3.1.1.13) (Triglyceride lipase-cholesterol esterase 1)
P53038,TEL2 YGR099W,Telomere length regulation protein TEL2
P53851,TEX1 YNL253W N0860,Protein TEX1 (Trex component 1)
Q08921,TCO89 YPL180W,Target of rapamycin complex 1 subunit TCO89 (TORC1 subunit TCO89) (89 kDa TOR complex 1 protein)
Q06466,TDA6 YPR157W,Putative vacuolar protein sorting-associated protein TDA6 (Topoisomerase I damage affected protein 6)
P38293,UMP1 YBR173C YBR1234,Proteasome maturation factor UMP1
P04803,MSW1 MSW YDR268W D9954.7,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)"
Q12297,TAF3 TAF47 YPL011C LPA6C,Transcription initiation factor TFIID subunit 3 (TAFII-47) (TAFII47) (TBP-associated factor 3) (TBP-associated factor 47 kDa)
Q04372,TAP42 YMR028W YM9711.18 YM9973.01C,Type 2A phosphatase-associated protein 42
P36100,TFA1 YKL028W,Transcription initiation factor IIE subunit alpha (TFIIE-alpha) (Factor A 66 kDa subunit) (Transcription factor A large subunit)
P48836,VMA10 YHR039C-A YHR039BC YHR039C-B,V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)
P47165,XPT1 YJR133W J2118,Xanthine phosphoribosyltransferase 1 (XPRT) (EC 2.4.2.-)
